lat;lon;crs;total
3.5;170.5;b'';0.4621055
3.5;171.5;b'';0.46252412
3.5;172.5;b'';0.46087417
3.5;173.5;b'';0.4574744
3.5;174.5;b'';0.45236844
3.5;175.5;b'';0.44719347
3.5;176.5;b'';0.4426685
3.5;177.5;b'';0.43896237
3.5;178.5;b'';0.43631238
3.5;179.5;b'';0.43417493
4.5;-179.5;b'';0.43323725
4.5;-178.5;b'';0.43197483
4.5;-177.5;b'';0.43147478
4.5;-176.5;b'';0.4313497
4.5;-175.5;b'';0.43122473
4.5;-174.5;b'';0.43097466
4.5;-173.5;b'';0.43047467
4.5;-172.5;b'';0.43003088
4.5;-171.5;b'';0.4302246
4.5;-170.5;b'';0.43055576
4.5;-169.5;b'';0.43099958
4.5;-168.5;b'';0.43131837
4.5;-167.5;b'';0.431706
4.5;-166.5;b'';0.4321499
4.5;-165.5;b'';0.4322749
4.5;-164.5;b'';0.4322749
4.5;-163.5;b'';0.4323999
4.5;-162.5;b'';0.43252483
4.5;-161.5;b'';0.4323999
4.5;-160.5;b'';0.43201232
4.5;-159.5;b'';0.43155593
4.5;-158.5;b'';0.43129343
4.5;-157.5;b'';0.4310997
4.5;-156.5;b'';0.43103093
4.5;-155.5;b'';0.4310997
4.5;-154.5;b'';0.4313498
4.5;-153.5;b'';0.4316562
4.5;-152.5;b'';0.43172503
4.5;-151.5;b'';0.4312249
4.5;-150.5;b'';0.43028116
4.5;-149.5;b'';0.42983752
4.5;-148.5;b'';0.42983752
4.5;-147.5;b'';0.42983752
4.5;-146.5;b'';0.42983752
4.5;-145.5;b'';0.42983752
4.5;-144.5;b'';0.42983752
4.5;-143.5;b'';0.42958766
4.5;-142.5;b'';0.42921266
4.5;-141.5;b'';0.42896265
4.5;-140.5;b'';0.42896265
4.5;-139.5;b'';0.42908764
4.5;-138.5;b'';0.42903146
4.5;-137.5;b'';0.42878157
4.5;-136.5;b'';0.42839408
4.5;-135.5;b'';0.4281315
4.5;-134.5;b'';0.42811903
4.5;-133.5;b'';0.42810664
4.5;-132.5;b'';0.42823157
4.5;-131.5;b'';0.42842525
4.5;-130.5;b'';0.42878765
4.5;-129.5;b'';0.4291501
4.5;-128.5;b'';0.4291501
4.5;-127.5;b'';0.4290251
4.5;-126.5;b'';0.4288314
4.5;-125.5;b'';0.42869395
4.5;-124.5;b'';0.42868155
4.5;-123.5;b'';0.4287378
4.5;-122.5;b'';0.4287378
4.5;-121.5;b'';0.4287378
4.5;-120.5;b'';0.42861277
4.5;-119.5;b'';0.42810035
4.5;-118.5;b'';0.42790645
4.5;-117.5;b'';0.42822528
4.5;-116.5;b'';0.42866907
4.5;-115.5;b'';0.42929396
4.5;-114.5;b'';0.4298626
4.5;-113.5;b'';0.43030626
4.5;-112.5;b'';0.43106884
4.5;-111.5;b'';0.43226257
4.5;-110.5;b'';0.43337497
4.5;-109.5;b'';0.43462485
4.5;-108.5;b'';0.43587476
4.5;-107.5;b'';0.43730587
4.5;-106.5;b'';0.43887448
4.5;-105.5;b'';0.4405807
4.5;-104.5;b'';0.44234324
4.5;-103.5;b'';0.44353694
4.5;-102.5;b'';0.44052276
4.5;-101.5;b'';0.4369399
4.5;-100.5;b'';0.43134803
4.5;-99.5;b'';0.42556253
4.5;-98.5;b'';0.42511883
4.5;-97.5;b'';0.4253126
4.5;-96.5;b'';0.42536888
4.5;-95.5;b'';0.42492503
4.5;-94.5;b'';0.42479992
4.5;-93.5;b'';0.42460608
4.5;-92.5;b'';0.42435607
4.5;-91.5;b'';0.4242998
4.5;-90.5;b'';0.42481223
4.5;-89.5;b'';0.42600584
4.5;-88.5;b'';0.42757446
4.5;-87.5;b'';0.42921177
4.5;-86.5;b'';0.43059915
4.5;-85.5;b'';0.4309868
4.5;-84.5;b'';0.43036184
4.5;-83.5;b'';0.4285434
4.5;-82.5;b'';0.42494994
4.5;-81.5;b'';0.41952482
4.5;-80.5;b'';0.41179314
4.5;-79.5;b'';0.40141115
4.5;-78.5;b'';0.38926655
4.5;-77.5;b'';0.37782866
4.5;-76.5;b'';
4.5;-75.5;b'';
4.5;-74.5;b'';
4.5;-73.5;b'';
4.5;-72.5;b'';
4.5;-71.5;b'';
4.5;-70.5;b'';
4.5;-69.5;b'';
4.5;-68.5;b'';
4.5;-67.5;b'';
4.5;-66.5;b'';
4.5;-65.5;b'';
4.5;-64.5;b'';
4.5;-63.5;b'';
4.5;-62.5;b'';
4.5;-61.5;b'';
4.5;-60.5;b'';
4.5;-59.5;b'';
4.5;-58.5;b'';
4.5;-57.5;b'';
4.5;-56.5;b'';
4.5;-55.5;b'';
4.5;-54.5;b'';
4.5;-53.5;b'';
4.5;-52.5;b'';
4.5;-51.5;b'';
4.5;-50.5;b'';0.44455475
4.5;-49.5;b'';0.45143676
4.5;-48.5;b'';0.45466843
4.5;-47.5;b'';0.45530614
4.5;-46.5;b'';0.45512518
4.5;-45.5;b'';0.4552628
4.5;-44.5;b'';0.45534405
4.5;-43.5;b'';0.4553566
4.5;-42.5;b'';0.45502535
4.5;-41.5;b'';0.45388785
4.5;-40.5;b'';0.4531253
4.5;-39.5;b'';0.45298776
4.5;-38.5;b'';0.4527378
4.5;-37.5;b'';0.4531002
4.5;-36.5;b'';0.4535876
4.5;-35.5;b'';0.45395008
4.5;-34.5;b'';0.45463133
4.5;-33.5;b'';0.4552688
4.5;-32.5;b'';0.45526868
4.5;-31.5;b'';0.4553811
4.5;-30.5;b'';0.45624366
4.5;-29.5;b'';0.45692497
4.5;-28.5;b'';0.45736876
4.5;-27.5;b'';0.45761886
4.5;-26.5;b'';0.4575502
4.5;-25.5;b'';0.4574252
4.5;-24.5;b'';0.45724398
4.5;-23.5;b'';0.45706278
4.5;-22.5;b'';0.45674396
4.5;-21.5;b'';0.45630008
4.5;-20.5;b'';0.4561875
4.5;-19.5;b'';0.4563249
4.5;-18.5;b'';0.4565187
4.5;-17.5;b'';0.45709983
4.5;-16.5;b'';0.45805606
4.5;-15.5;b'';0.45881873
4.5;-14.5;b'';0.45894378
4.5;-13.5;b'';0.45787543
4.5;-12.5;b'';0.45523843
4.5;-11.5;b'';0.4507138
4.5;-10.5;b'';0.44430184
4.5;-9.5;b'';0.437321
4.5;-8.5;b'';0.43165892
4.5;-7.5;b'';
4.5;-6.5;b'';0.4287591
4.5;-5.5;b'';0.4300778
4.5;-4.5;b'';0.43170276
4.5;-3.5;b'';0.43232784
4.5;-2.5;b'';0.44294363
4.5;-1.5;b'';0.4465931
4.5;-0.5;b'';0.4397521
4.5;0.5;b'';0.442571
4.5;1.5;b'';0.44702712
4.5;2.5;b'';0.44903946
4.5;3.5;b'';0.4473334
4.5;4.5;b'';0.44222736
4.5;5.5;b'';
4.5;6.5;b'';
4.5;7.5;b'';
4.5;8.5;b'';
4.5;9.5;b'';
4.5;10.5;b'';
4.5;11.5;b'';
4.5;12.5;b'';
4.5;13.5;b'';
4.5;14.5;b'';
4.5;15.5;b'';
4.5;16.5;b'';
4.5;17.5;b'';
4.5;18.5;b'';
4.5;19.5;b'';
4.5;20.5;b'';
4.5;21.5;b'';
4.5;22.5;b'';
4.5;23.5;b'';
4.5;24.5;b'';
4.5;25.5;b'';
4.5;26.5;b'';
4.5;27.5;b'';
4.5;28.5;b'';
4.5;29.5;b'';
4.5;30.5;b'';
4.5;31.5;b'';
4.5;32.5;b'';
4.5;33.5;b'';
4.5;34.5;b'';
4.5;35.5;b'';
4.5;36.5;b'';
4.5;37.5;b'';
4.5;38.5;b'';
4.5;39.5;b'';
4.5;40.5;b'';
4.5;41.5;b'';
4.5;42.5;b'';
4.5;43.5;b'';
4.5;44.5;b'';
4.5;45.5;b'';
4.5;46.5;b'';
4.5;47.5;b'';
4.5;48.5;b'';0.40833956
4.5;49.5;b'';0.41984543
4.5;50.5;b'';0.42796358
4.5;51.5;b'';0.43185052
4.5;52.5;b'';0.43233776
4.5;53.5;b'';0.43070015
4.5;54.5;b'';0.42867512
4.5;55.5;b'';0.42696905
4.5;56.5;b'';0.42571893
4.5;57.5;b'';0.42528763
4.5;58.5;b'';0.42490023
4.5;59.5;b'';0.42451277
4.5;60.5;b'';0.42444405
4.5;61.5;b'';0.42437536
4.5;62.5;b'';0.4243191
4.5;63.5;b'';0.42420658
4.5;64.5;b'';0.4240128
4.5;65.5;b'';0.4233753
4.5;66.5;b'';0.42275032
4.5;67.5;b'';0.4225565
4.5;68.5;b'';0.42191896
4.5;69.5;b'';0.4206566
4.5;70.5;b'';0.4187128
4.5;71.5;b'';0.416519
4.5;72.5;b'';0.41651934
4.5;73.5;b'';0.41860104
4.5;74.5;b'';0.41941944
4.5;75.5;b'';0.42041904
4.5;76.5;b'';0.42172557
4.5;77.5;b'';0.42203164
4.5;78.5;b'';0.42247567
4.5;79.5;b'';0.42140752
4.5;80.5;b'';0.41983885
4.5;81.5;b'';0.42003256
4.5;82.5;b'';0.42168227
4.5;83.5;b'';0.42346945
4.5;84.5;b'';0.4243692
4.5;85.5;b'';0.42436916
4.5;86.5;b'';0.42386898
4.5;87.5;b'';0.42343765
4.5;88.5;b'';0.42307526
4.5;89.5;b'';0.42298785
4.5;90.5;b'';0.42346913
4.5;91.5;b'';0.4242003
4.5;92.5;b'';0.42441902
4.5;93.5;b'';0.4229878
4.5;94.5;b'';0.41903144
4.5;95.5;b'';
4.5;96.5;b'';
4.5;97.5;b'';
4.5;98.5;b'';0.39261165
4.5;99.5;b'';0.3902494
4.5;100.5;b'';
4.5;101.5;b'';
4.5;102.5;b'';
4.5;103.5;b'';0.40172464
4.5;104.5;b'';0.41066226
4.5;105.5;b'';0.41744986
4.5;106.5;b'';0.42147484
4.5;107.5;b'';0.42361212
4.5;108.5;b'';0.4224429
4.5;109.5;b'';0.42088628
4.5;110.5;b'';0.42088586
4.5;111.5;b'';0.41804165
4.5;112.5;b'';0.41242275
4.5;113.5;b'';0.40449768
4.5;114.5;b'';
4.5;115.5;b'';
4.5;116.5;b'';
4.5;117.5;b'';
4.5;118.5;b'';
4.5;119.5;b'';0.3737204
4.5;120.5;b'';0.37927097
4.5;121.5;b'';0.38790232
4.5;122.5;b'';0.40061435
4.5;123.5;b'';0.41464496
4.5;124.5;b'';0.42716298
4.5;125.5;b'';0.4366123
4.5;126.5;b'';0.44201818
4.5;127.5;b'';0.4434929
4.5;128.5;b'';0.44226176
4.5;129.5;b'';0.4397994
4.5;130.5;b'';0.43766218
4.5;131.5;b'';0.4363748
4.5;132.5;b'';0.4356123
4.5;133.5;b'';0.43520623
4.5;134.5;b'';0.43460616
4.5;135.5;b'';0.43386865
4.5;136.5;b'';0.43311876
4.5;137.5;b'';0.43198118
4.5;138.5;b'';0.4309687
4.5;139.5;b'';0.4301501
4.5;140.5;b'';0.4294688
4.5;141.5;b'';0.42923117
4.5;142.5;b'';0.42916232
4.5;143.5;b'';0.4290248
4.5;144.5;b'';0.42876226
4.5;145.5;b'';0.42862478
4.5;146.5;b'';0.42836237
4.5;147.5;b'';0.42797488
4.5;148.5;b'';0.4274749
4.5;149.5;b'';0.42690617
4.5;150.5;b'';0.42676872
4.5;151.5;b'';0.42770004
4.5;152.5;b'';0.43033728
4.5;153.5;b'';0.4346119
4.5;154.5;b'';0.44089898
4.5;155.5;b'';0.44875473
4.5;156.5;b'';0.45621067
4.5;157.5;b'';0.4615416
4.5;158.5;b'';0.46366653
4.5;159.5;b'';0.46139184
4.5;160.5;b'';0.4563671
4.5;161.5;b'';0.45106754
4.5;162.5;b'';0.446393
4.5;163.5;b'';0.44406205
4.5;164.5;b'';0.4439246
4.5;165.5;b'';0.44503713
4.5;166.5;b'';0.44798082
4.5;167.5;b'';0.45275563
4.5;168.5;b'';0.45879292
4.5;169.5;b'';0.46495503
4.5;170.5;b'';0.46947965
4.5;171.5;b'';0.47085446
4.5;172.5;b'';0.468386
4.5;173.5;b'';0.46296135
4.5;174.5;b'';0.4561491
4.5;175.5;b'';0.44984946
4.5;176.5;b'';0.44463092
4.5;177.5;b'';0.44035602
4.5;178.5;b'';0.43733102
4.5;179.5;b'';0.43512478
5.5;-179.5;b'';0.4351182
5.5;-178.5;b'';0.43366194
5.5;-177.5;b'';0.43334323
5.5;-176.5;b'';0.43334323
5.5;-175.5;b'';0.43320575
5.5;-174.5;b'';0.43302456
5.5;-173.5;b'';0.43277445
5.5;-172.5;b'';0.43269306
5.5;-171.5;b'';0.4328181
5.5;-170.5;b'';0.43308076
5.5;-169.5;b'';0.43334332
5.5;-168.5;b'';0.43360573
5.5;-167.5;b'';0.43379945
5.5;-166.5;b'';0.4336745
5.5;-165.5;b'';0.43348083
5.5;-164.5;b'';0.43360582
5.5;-163.5;b'';0.43392453
5.5;-162.5;b'';0.43398085
5.5;-161.5;b'';0.43359342
5.5;-160.5;b'';0.4332747
5.5;-159.5;b'';0.4332059
5.5;-158.5;b'';0.4329434
5.5;-157.5;b'';0.43262476
5.5;-156.5;b'';0.43237486
5.5;-155.5;b'';0.43224987
5.5;-154.5;b'';0.43218112
5.5;-153.5;b'';0.43211237
5.5;-152.5;b'';0.43211237
5.5;-151.5;b'';0.43179363
5.5;-150.5;b'';0.43084985
5.5;-149.5;b'';0.43009987
5.5;-148.5;b'';0.42978126
5.5;-147.5;b'';0.42958754
5.5;-146.5;b'';0.42958754
5.5;-145.5;b'';0.42958754
5.5;-144.5;b'';0.42958754
5.5;-143.5;b'';0.42933744
5.5;-142.5;b'';0.42884994
5.5;-141.5;b'';0.42848748
5.5;-140.5;b'';0.42848748
5.5;-139.5;b'';0.42861256
5.5;-138.5;b'';0.4282251
5.5;-137.5;b'';0.4275064
5.5;-136.5;b'';0.42711887
5.5;-135.5;b'';0.42706266
5.5;-134.5;b'';0.42699385
5.5;-133.5;b'';0.42685634
5.5;-132.5;b'';0.42698136
5.5;-131.5;b'';0.42723146
5.5;-130.5;b'';0.42759404
5.5;-129.5;b'';0.4279004
5.5;-128.5;b'';0.4279004
5.5;-127.5;b'';0.42777538
5.5;-126.5;b'';0.4276503
5.5;-125.5;b'';0.42745647
5.5;-124.5;b'';0.42718148
5.5;-123.5;b'';0.42710033
5.5;-122.5;b'';0.42697534
5.5;-121.5;b'';0.4268504
5.5;-120.5;b'';0.42691907
5.5;-119.5;b'';0.42660022
5.5;-118.5;b'';0.42646283
5.5;-117.5;b'';0.4267128
5.5;-116.5;b'';0.42721272
5.5;-115.5;b'';0.42814398
5.5;-114.5;b'';0.42890653
5.5;-113.5;b'';0.42954406
5.5;-112.5;b'';0.4304877
5.5;-111.5;b'';0.43180633
5.5;-110.5;b'';0.43336248
5.5;-109.5;b'';0.43530613
5.5;-108.5;b'';0.43730593
5.5;-107.5;b'';0.4394308
5.5;-106.5;b'';0.44181815
5.5;-105.5;b'';0.44420543
5.5;-104.5;b'';0.44648013
5.5;-103.5;b'';0.4484361
5.5;-102.5;b'';0.45014244
5.5;-101.5;b'';0.4514049
5.5;-100.5;b'';0.4463086
5.5;-99.5;b'';0.43304056
5.5;-98.5;b'';0.424925
5.5;-97.5;b'';0.424925
5.5;-96.5;b'';0.4251749
5.5;-95.5;b'';0.4248562
5.5;-94.5;b'';0.42510623
5.5;-93.5;b'';0.42549357
5.5;-92.5;b'';0.42574334
5.5;-91.5;b'';0.42631188
5.5;-90.5;b'';0.4274617
5.5;-89.5;b'';0.4293491
5.5;-88.5;b'';0.43198633
5.5;-87.5;b'';0.43462363
5.5;-86.5;b'';0.43631735
5.5;-85.5;b'';0.4365111
5.5;-84.5;b'';0.43455523
5.5;-83.5;b'';0.43008733
5.5;-82.5;b'';0.4239942
5.5;-81.5;b'';0.418207
5.5;-80.5;b'';0.41248792
5.5;-79.5;b'';0.40632457
5.5;-78.5;b'';0.3999107
5.5;-77.5;b'';0.39305305
5.5;-76.5;b'';
5.5;-75.5;b'';
5.5;-74.5;b'';
5.5;-73.5;b'';
5.5;-72.5;b'';
5.5;-71.5;b'';
5.5;-70.5;b'';
5.5;-69.5;b'';
5.5;-68.5;b'';
5.5;-67.5;b'';
5.5;-66.5;b'';
5.5;-65.5;b'';
5.5;-64.5;b'';
5.5;-63.5;b'';
5.5;-62.5;b'';
5.5;-61.5;b'';
5.5;-60.5;b'';
5.5;-59.5;b'';
5.5;-58.5;b'';
5.5;-57.5;b'';
5.5;-56.5;b'';
5.5;-55.5;b'';
5.5;-54.5;b'';
5.5;-53.5;b'';
5.5;-52.5;b'';0.43742198
5.5;-51.5;b'';0.444542
5.5;-50.5;b'';0.45048055
5.5;-49.5;b'';0.45403105
5.5;-48.5;b'';0.4551939
5.5;-47.5;b'';0.45476285
5.5;-46.5;b'';0.45425016
5.5;-45.5;b'';0.4541251
5.5;-44.5;b'';0.4539439
5.5;-43.5;b'';0.45369402
5.5;-42.5;b'';0.45325032
5.5;-41.5;b'';0.45237523
5.5;-40.5;b'';0.45205632
5.5;-39.5;b'';0.45205632
5.5;-38.5;b'';0.45187503
5.5;-37.5;b'';0.45237502
5.5;-36.5;b'';0.4532376
5.5;-35.5;b'';0.453725
5.5;-34.5;b'';0.4541563
5.5;-33.5;b'';0.45496255
5.5;-32.5;b'';0.4555312
5.5;-31.5;b'';0.45594996
5.5;-30.5;b'';0.45654997
5.5;-29.5;b'';0.45680007
5.5;-28.5;b'';0.45692515
5.5;-27.5;b'';0.45692515
5.5;-26.5;b'';0.45667514
5.5;-25.5;b'';0.45635644
5.5;-24.5;b'';0.4559815
5.5;-23.5;b'';0.45561904
5.5;-22.5;b'';0.45556268
5.5;-21.5;b'';0.4556876
5.5;-20.5;b'';0.45582518
5.5;-19.5;b'';0.45628136
5.5;-18.5;b'';0.45678124
5.5;-17.5;b'';0.45754376
5.5;-16.5;b'';0.45800027
5.5;-15.5;b'';0.45780668
5.5;-14.5;b'';0.45697576
5.5;-13.5;b'';0.45376998
5.5;-12.5;b'';0.44843927
5.5;-11.5;b'';0.44140226
5.5;-10.5;b'';0.43246523
5.5;-9.5;b'';
5.5;-8.5;b'';
5.5;-7.5;b'';
5.5;-6.5;b'';
5.5;-5.5;b'';
5.5;-4.5;b'';
5.5;-3.5;b'';
5.5;-2.5;b'';
5.5;-1.5;b'';
5.5;-0.5;b'';
5.5;0.5;b'';0.4279596
5.5;1.5;b'';0.4330533
5.5;2.5;b'';0.43532833
5.5;3.5;b'';0.43344074
5.5;4.5;b'';0.42790318
5.5;5.5;b'';
5.5;6.5;b'';
5.5;7.5;b'';
5.5;8.5;b'';
5.5;9.5;b'';
5.5;10.5;b'';
5.5;11.5;b'';
5.5;12.5;b'';
5.5;13.5;b'';
5.5;14.5;b'';
5.5;15.5;b'';
5.5;16.5;b'';
5.5;17.5;b'';
5.5;18.5;b'';
5.5;19.5;b'';
5.5;20.5;b'';
5.5;21.5;b'';
5.5;22.5;b'';
5.5;23.5;b'';
5.5;24.5;b'';
5.5;25.5;b'';
5.5;26.5;b'';
5.5;27.5;b'';
5.5;28.5;b'';
5.5;29.5;b'';
5.5;30.5;b'';
5.5;31.5;b'';
5.5;32.5;b'';
5.5;33.5;b'';
5.5;34.5;b'';
5.5;35.5;b'';
5.5;36.5;b'';
5.5;37.5;b'';
5.5;38.5;b'';
5.5;39.5;b'';
5.5;40.5;b'';
5.5;41.5;b'';
5.5;42.5;b'';
5.5;43.5;b'';
5.5;44.5;b'';
5.5;45.5;b'';
5.5;46.5;b'';
5.5;47.5;b'';
5.5;48.5;b'';
5.5;49.5;b'';0.4096335
5.5;50.5;b'';0.4205143
5.5;51.5;b'';0.42730126
5.5;52.5;b'';0.42966327
5.5;53.5;b'';0.4292192
5.5;54.5;b'';0.4277752
5.5;55.5;b'';0.42601258
5.5;56.5;b'';0.42458153
5.5;57.5;b'';0.42395663
5.5;58.5;b'';0.4232629
5.5;59.5;b'';0.4228878
5.5;60.5;b'';0.422944
5.5;61.5;b'';0.4226253
5.5;62.5;b'';0.42237544
5.5;63.5;b'';0.42226297
5.5;64.5;b'';0.4221379
5.5;65.5;b'';0.42181897
5.5;66.5;b'';0.42125025
5.5;67.5;b'';0.4208067
5.5;68.5;b'';0.42023793
5.5;69.5;b'';0.41903153
5.5;70.5;b'';0.41733772
5.5;71.5;b'';0.4155876
5.5;72.5;b'';0.41445017
5.5;73.5;b'';0.41468787
5.5;74.5;b'';0.41600686
5.5;75.5;b'';0.41732597
5.5;76.5;b'';0.41806334
5.5;77.5;b'';0.41799492
5.5;78.5;b'';0.41567707
5.5;79.5;b'';0.41209617
5.5;80.5;b'';0.40997118
5.5;81.5;b'';0.4109959
5.5;82.5;b'';0.41495162
5.5;83.5;b'';0.41935086
5.5;84.5;b'';0.4221379
5.5;85.5;b'';0.42284393
5.5;86.5;b'';0.42284387
5.5;87.5;b'';0.4225377
5.5;88.5;b'';0.42186895
5.5;89.5;b'';0.4217001
5.5;90.5;b'';0.4221127
5.5;91.5;b'';0.422719
5.5;92.5;b'';0.42300647
5.5;93.5;b'';0.42215618
5.5;94.5;b'';0.41915593
5.5;95.5;b'';
5.5;96.5;b'';0.40671745
5.5;97.5;b'';0.40113646
5.5;98.5;b'';0.3964994
5.5;99.5;b'';0.3929746
5.5;100.5;b'';
5.5;101.5;b'';
5.5;102.5;b'';
5.5;103.5;b'';0.40415573
5.5;104.5;b'';0.41134375
5.5;105.5;b'';0.41681296
5.5;106.5;b'';0.42082542
5.5;107.5;b'';0.42435017
5.5;108.5;b'';0.42701164
5.5;109.5;b'';0.42814845
5.5;110.5;b'';0.4291048
5.5;111.5;b'';0.42829818
5.5;112.5;b'';0.42438522
5.5;113.5;b'';0.41769728
5.5;114.5;b'';0.40781587
5.5;115.5;b'';
5.5;116.5;b'';
5.5;117.5;b'';
5.5;118.5;b'';
5.5;119.5;b'';0.36941853
5.5;120.5;b'';0.3703885
5.5;121.5;b'';0.37714547
5.5;122.5;b'';0.39033327
5.5;123.5;b'';0.4063645
5.5;124.5;b'';0.42186418
5.5;125.5;b'';0.43503213
5.5;126.5;b'';0.44375625
5.5;127.5;b'';0.44700584
5.5;128.5;b'';0.44601813
5.5;129.5;b'';0.44263703
5.5;130.5;b'';0.4390998
5.5;131.5;b'';0.4371187
5.5;132.5;b'';0.43617496
5.5;133.5;b'';0.43526873
5.5;134.5;b'';0.4346125
5.5;135.5;b'';0.434125
5.5;136.5;b'';0.4331812
5.5;137.5;b'';0.43223745
5.5;138.5;b'';0.4314061
5.5;139.5;b'';0.43064347
5.5;140.5;b'';0.43033704
5.5;141.5;b'';0.43022472
5.5;142.5;b'';0.4302248
5.5;143.5;b'';0.42996234
5.5;144.5;b'';0.4298249
5.5;145.5;b'';0.4299372
5.5;146.5;b'';0.42954963
5.5;147.5;b'';0.42896843
5.5;148.5;b'';0.42841226
5.5;149.5;b'';0.42760605
5.5;150.5;b'';0.42714986
5.5;151.5;b'';0.42808113
5.5;152.5;b'';0.431606
5.5;153.5;b'';0.4376994
5.5;154.5;b'';0.44636145
5.5;155.5;b'';0.45646733
5.5;156.5;b'';0.46619806
5.5;157.5;b'';0.47385997
5.5;158.5;b'';0.4760537
5.5;159.5;b'';0.4720854
5.5;160.5;b'';0.46496716
5.5;161.5;b'';0.45759878
5.5;162.5;b'';0.4512989
5.5;163.5;b'';0.44744292
5.5;164.5;b'';0.4464182
5.5;165.5;b'';0.44747448
5.5;166.5;b'';0.45086178
5.5;167.5;b'';0.45676154
5.5;168.5;b'';0.46429873
5.5;169.5;b'';0.47229213
5.5;170.5;b'';0.47888547
5.5;171.5;b'';0.48120403
5.5;172.5;b'';0.47774792
5.5;173.5;b'';0.47018585
5.5;174.5;b'';0.46141762
5.5;175.5;b'';0.45341173
5.5;176.5;b'';0.4469307
5.5;177.5;b'';0.44228077
5.5;178.5;b'';0.4390183
5.5;179.5;b'';0.43688077
6.5;-179.5;b'';0.43776804
6.5;-178.5;b'';0.43643674
6.5;-177.5;b'';0.43604928
6.5;-176.5;b'';0.43610543
6.5;-175.5;b'';0.4360929
6.5;-174.5;b'';0.4357179
6.5;-173.5;b'';0.43552428
6.5;-172.5;b'';0.43563682
6.5;-171.5;b'';0.4357055
6.5;-170.5;b'';0.43577424
6.5;-169.5;b'';0.43596798
6.5;-168.5;b'';0.43628675
6.5;-167.5;b'';0.4363431
6.5;-166.5;b'';0.43609315
6.5;-165.5;b'';0.435843
6.5;-164.5;b'';0.43609303
6.5;-163.5;b'';0.4363431
6.5;-162.5;b'';0.43608063
6.5;-161.5;b'';0.43569311
6.5;-160.5;b'';0.43549928
6.5;-159.5;b'';0.43549928
6.5;-158.5;b'';0.43505558
6.5;-157.5;b'';0.43430573
6.5;-156.5;b'';0.43387443
6.5;-155.5;b'';0.43374938
6.5;-154.5;b'';0.43374938
6.5;-153.5;b'';0.43368068
6.5;-152.5;b'';0.43361196
6.5;-151.5;b'';0.43334937
6.5;-150.5;b'';0.4324494
6.5;-149.5;b'';0.43157443
6.5;-148.5;b'';0.4311431
6.5;-147.5;b'';0.43082434
6.5;-146.5;b'';0.4306994
6.5;-145.5;b'';0.4306994
6.5;-144.5;b'';0.43032455
6.5;-143.5;b'';0.42994976
6.5;-142.5;b'';0.42971215
6.5;-141.5;b'';0.42947453
6.5;-140.5;b'';0.42928085
6.5;-139.5;b'';0.4290185
6.5;-138.5;b'';0.42838106
6.5;-137.5;b'';0.42760602
6.5;-136.5;b'';0.42721853
6.5;-135.5;b'';0.42696863
6.5;-134.5;b'';0.4268999
6.5;-133.5;b'';0.42677498
6.5;-132.5;b'';0.42665
6.5;-131.5;b'';0.42677498
6.5;-130.5;b'';0.4269
6.5;-129.5;b'';0.4269
6.5;-128.5;b'';0.42676252
6.5;-127.5;b'';0.42662516
6.5;-126.5;b'';0.42650023
6.5;-125.5;b'';0.4261941
6.5;-124.5;b'';0.42587537
6.5;-123.5;b'';0.42573777
6.5;-122.5;b'';0.42561275
6.5;-121.5;b'';0.4256126
6.5;-120.5;b'';0.425669
6.5;-119.5;b'';0.42535037
6.5;-118.5;b'';0.42521277
6.5;-117.5;b'';0.4255752
6.5;-116.5;b'';0.42620024
6.5;-115.5;b'';0.4268941
6.5;-114.5;b'';0.42746288
6.5;-113.5;b'';0.42828155
6.5;-112.5;b'';0.42972523
6.5;-111.5;b'';0.4316
6.5;-110.5;b'';0.4337248
6.5;-109.5;b'';0.4360997
6.5;-108.5;b'';0.43891835
6.5;-107.5;b'';0.44193053
6.5;-106.5;b'';0.44526148
6.5;-105.5;b'';0.44884244
6.5;-104.5;b'';0.45236716
6.5;-103.5;b'';0.45557308
6.5;-102.5;b'';0.45790392
6.5;-101.5;b'';0.4592352
6.5;-100.5;b'';0.4602352
6.5;-99.5;b'';0.45268148
6.5;-98.5;b'';0.44380936
6.5;-97.5;b'';0.44261616
6.5;-96.5;b'';0.43394572
6.5;-95.5;b'';0.42558092
6.5;-94.5;b'';0.4260246
6.5;-93.5;b'';0.42710572
6.5;-92.5;b'';0.42816177
6.5;-91.5;b'';0.42999268
6.5;-90.5;b'';0.4323485
6.5;-89.5;b'';0.4351232
6.5;-88.5;b'';0.43882924
6.5;-87.5;b'';0.44228536
6.5;-86.5;b'';0.44429764
6.5;-85.5;b'';0.443923
6.5;-84.5;b'';0.43933
6.5;-83.5;b'';0.4308374
6.5;-82.5;b'';0.42103845
6.5;-81.5;b'';0.41275182
6.5;-80.5;b'';0.4076706
6.5;-79.5;b'';0.40615684
6.5;-78.5;b'';0.4075296
6.5;-77.5;b'';
6.5;-76.5;b'';
6.5;-75.5;b'';
6.5;-74.5;b'';
6.5;-73.5;b'';
6.5;-72.5;b'';
6.5;-71.5;b'';
6.5;-70.5;b'';
6.5;-69.5;b'';
6.5;-68.5;b'';
6.5;-67.5;b'';
6.5;-66.5;b'';
6.5;-65.5;b'';
6.5;-64.5;b'';
6.5;-63.5;b'';
6.5;-62.5;b'';
6.5;-61.5;b'';
6.5;-60.5;b'';
